ID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,target
853,0.68,0.002,0,0,0,0,0,0,0.018,0.042,0,0,0,0.016,0,0,0,1,0,0.109,0,class1
854,0.23,0.024,1,0,0,0,0,0,0.129,0.0019,0,0,0,0.109,0,0,0,0,0,0.116,0,class3
855,0.61,0.022,0,1,0,1,0,0,0.083,0.0011,0,0,0,0.101,0,0,0,0,0,0.083,0,class3
856,0.34,0.018,0,1,0,0,0,0,0.06,0.0011,0,0,0,0.08,0,0,0,0,0,0.075,0,class3
857,0.75,0.0206,0,0,0,0,0,0,0.11118,0.00016,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
858,0.47,0.02,0,0,0,0,0,0,0.142,0.0006,0,0,0,0.142,0,0,0,0,0,0.1,0,class3
859,0.44,0.0206,0,1,0,0,0,0,0.106,0.00025,0,0,0,0.105,0,0,0,0,0,0.102,0,class3
860,0.22,0.03,0,0,0,0,0,0,0.123,0.0056,0,0,0,0.101,0,0,0,0,0,0.122,0,class3
861,0.53,0.043,0,0,0,0,0,0,0.184,5e-05,0,0,0,0.155,0,0,0,0,0,0.119,0,class3
862,0.7,0.0206,0,0,0,0,0,0,0.127,0.0085,0,1,0,0.121,0,0,0,0,0,0.104,0,class3
863,0.62,0.005,0,1,0,0,0,0,0.078,0.00072,0,0,0,0.082,0,0,0,0,0,0.095,0,class3
864,0.5,0.02,0,0,0,0,0,0,0.127,0.0023,0,0,0,0.113,0,0,0,0,0,0.113,0,class3
865,0.44,0.0206,0,1,0,0,0,0,0.04,0.00089,0,0,0,0.042,0,1,0,0,0,0.096,0,class3
866,0.63,0.014,0,1,0,0,0,0,0.115,0.0004,0,0,0,0.113,0,0,0,0,0,0.102,0,class3
867,0.59,0.02,0,1,0,0,0,0,0.074,0.0023,0,0,0,0.107,0,0,0,0,0,0.069,0,class3
868,0.41,0.014,1,0,0,0,0,0,0.129,0.00082,0,0,0,0.147,0,0,0,0,0,0.088,0,class3
869,0.58,0.026,0,0,0,0,0,0,0.117,4e-05,0,0,0,0.114,0,0,0,1,0,0.102,0,class3
870,0.61,0.0206,0,0,0,0,0,0,0.09,0.00051,0,1,0,0.111,0,0,0,0,0,0.081,0,class3
871,0.6,0.018,0,1,0,0,0,0,0.098,0.0058,0,0,0,0.112,0,0,0,0,0,0.087,0,class3
872,0.16,0.05,0,0,0,0,0,0,0.164,0.00189,0,0,0,0.13,0,0,0,0,0,0.126,0,class3
873,0.76,0.017,0,0,0,0,0,0,0.104,0.0039,0,0,0,0.1,0,0,0,0,0,0.104,0,class3
874,0.65,0.031,0,0,0,0,0,0,0.168,1e-05,0,1,0,0.171,0,0,0,0,0,0.098,0,class3
875,0.24,0.022,1,0,0,0,0,0,0.079,0.00083,0,0,0,0.099,0,0,0,0,0,0.08,0,class3
876,0.04,0.032,0,1,0,0,0,0,0.246,7e-05,0,0,0,0.232,0,0,0,0,0,0.104,0,class3
877,0.48,0.0206,0,0,0,0,0,0,0.09,0.003,0,0,0,0.079,0,0,0,1,0,0.114,0,class3
878,0.84,0.015,0,1,0,0,0,0,0.096,0.0016,0,0,0,0.117,0,0,0,0,0,0.082,0,class3
879,0.74,0.022,0,1,0,0,0,0,0.109,0.002,0,0,1,0.119,0,0,0,0,0,0.091,0,class3
880,0.79,0.017,0,0,0,0,0,0,0.111,0.0011,0,0,0,0.108,0,0,0,0,0,0.102,0,class3
881,0.34,0.002,0,0,0,0,0,0,0.0058,0.082,0,0,0,0.00558,0,0,0,0,0,0.103,0,class1
882,0.56,0.02,0,0,0,0,0,0,0.083,0.00025,0,0,0,0.096,0,0,0,0,0,0.087,0,class3
883,0.37,0.02,1,1,0,0,0,0,0.111,0.0011,0,0,0,0.123,0,0,0,0,0,0.091,0,class3
884,0.5,0.015,0,0,0,0,0,0,0.146,0.0003,0,0,0,0.124,0,0,0,0,0,0.116,0,class3
885,0.35,0.025,0,0,0,0,0,0,0.099,0.00035,0,1,0,0.096,0,0,0,0,0,0.104,0,class3
886,0.31,0.027,1,1,0,0,0,0,0.099,0.0012,0,0,0,0.113,0,0,0,0,0,0.088,0,class3
887,0.49,0.017,0,0,0,0,0,0,0.146,0.00049,0,0,0,0.165,0,0,0,0,0,0.089,0,class3
888,0.27,0.025,0,1,0,0,0,0,0.097,0.0018,0,0,0,0.085,0,0,0,0,0,0.1,0,class3
889,0.7,0.015,0,0,0,1,0,0,0.07,0.0018,0,0,0,0.081,0,0,0,0,0,0.086,0,class3
890,0.65,0.034,0,0,0,0,0,0,0.21,5e-05,0,1,0,0.199,0,0,0,0,0,0.104,0,class3
891,0.88,0.016,0,0,0,0,0,0,0.107,0.0012,0,0,0,0.099,0,0,0,0,0,0.109,0,class3
892,0.48,0.027,0,0,0,0,0,0,0.119,0.00015,0,0,0,0.106,0,0,0,0,0,0.112,0,class3
893,0.32,0.022,0,0,0,0,0,0,0.101,0.0018,0,0,0,0.09,0,0,1,0,0,0.113,0,class3
894,0.74,0.023,0,0,0,0,0,0,0.099,0.00033,0,0,0,0.101,0,0,0,0,0,0.098,0,class3
895,0.3,0.016,0,0,0,0,0,0,0.106,0.00189,0,0,0,0.076,0,0,0,0,0,0.14,0,class3
896,0.36,0.023,0,0,0,0,0,0,0.099,0.00025,0,0,0,0.104,0,1,0,0,0,0.095,0,class3
897,0.29,0.025,0,0,0,0,0,0,0.08,0.0005,0,0,0,0.091,0,0,0,0,0,0.088,0,class3
898,0.2,0.025,0,0,0,0,0,0,0.094,0.0015,0,0,0,0.09,0,0,0,0,0,0.104,0,class3
899,0.76,0.008,0,0,0,0,0,0,0.078,0.00025,0,0,1,0.104,0,0,0,0,0,0.075,0,class3
900,0.65,0.024,0,0,0,0,0,0,0.073,0.0017,0,0,0,0.082,0,0,0,0,0,0.089,0,class3
901,0.62,0.025,0,1,0,0,0,0,0.091,0.0013,0,0,0,0.09,0,0,0,0,0,0.102,0,class3
902,0.52,0.02,0,0,0,0,0,0,0.095,0.0055,0,0,0,0.088,0,0,0,0,0,0.108,0,class3
903,0.31,0.027,0,0,0,0,0,0,0.099,0.0019,0,0,0,0.099,0,0,0,0,0,0.1,0,class3
904,0.77,0.017,0,0,0,0,0,0,0.101,0.0025,0,0,0,0.119,0,0,0,0,0,0.085,0,class3
905,0.27,0.025,0,0,0,0,0,0,0.105,0.0043,0,0,0,0.103,0,0,0,0,0,0.101,0,class3
906,0.5,0.02,0,0,0,0,0,0,0.094,0.0013,0,1,0,0.098,0,0,0,0,0,0.096,0,class3
907,0.63,0.0206,0,1,0,0,0,0,0.08,0.0001,0,1,0,0.095,0,0,0,0,0,0.084,0,class3
908,0.48,0.016,0,1,0,0,0,0,0.096,0.00208,0,0,0,0.122,0,0,0,0,0,0.079,0,class3
909,0.6,0.022,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
910,0.67,0.014,0,0,0,0,0,0,0.129,0.00052,0,0,1,0.134,0,0,0,0,0,0.096,0,class3
911,0.36,0.02,0,0,0,0,0,0,0.019,0.00469,0,0,0,0.017,0,0,0,0,0,0.112,0,class3
912,0.49,0.024,0,0,1,0,0,0,0.137,0.0002,0,1,0,0.1381,0,0,0,1,0,0.099,0,class3
913,0.58,0.014,0,1,0,0,0,0,0.129,0.0008,0,0,0,0.12,0,0,0,0,0,0.107,0,class3
914,0.71,0.019,0,0,0,0,0,0,0.091,0.0067,0,0,0,0.089,0,0,0,0,0,0.103,0,class2
915,0.34,0.018,0,1,0,0,0,0,0.135,0.004,0,0,0,0.134,0,0,0,0,0,0.1,0,class3
916,0.36,0.0206,0,1,0,0,0,1,0.101,0.0005,0,0,0,0.117,0,0,0,0,0,0.086,0,class3
917,0.36,0.002,0,0,0,0,0,0,0.004,0.022,0,0,0,0.004,0,0,0,0,0,0.101,0,class1
918,0.69,0.0206,0,0,0,0,0,0,0.118,0.00031,0,0,0,0.142,0,0,0,0,0,0.083,0,class3
919,0.33,0.023,0,0,0,0,0,0,0.11,0.00189,0,0,0,0.109,0,0,0,1,0,0.101,0,class3
920,0.44,0.0206,0,1,0,0,0,0,0.127,0.00026,0,1,0,0.124,0,0,0,0,0,0.103,0,class3
921,0.33,0.0174,0,0,0,0,0,0,0.085,0.0069,0,0,0,0.095,0,0,0,0,0,0.089,0,class2
922,0.23,0.026,0,0,0,0,0,0,0.139,0.00025,0,0,0,0.153,0,0,0,0,0,0.09,0,class3
923,0.78,0.017,0,0,0,0,0,0,0.113,0.00064,0,0,1,0.115,0,0,0,0,0,0.099,0,class3
924,0.76,0.0174,0,0,0,0,0,0,0.083,0.039,0,0,1,0.07,0,0,0,1,0,0.116,0,class2
925,0.71,0.022,0,1,0,0,0,0,0.093,0.0,0,0,0,0.107,0,0,0,0,0,0.087,0,class3
926,0.89,0.018,0,0,0,0,0,0,0.086,0.0025,0,0,0,0.083,0,0,0,0,0,0.104,0,class3
927,0.42,0.0206,0,0,0,0,0,0,0.141,0.0029,0,1,1,0.131,0,0,0,0,0,0.108,0,class3
928,0.29,0.016,0,0,0,0,0,0,0.09,0.0013,0,0,0,0.093,0,0,0,0,0,0.097,0,class3
929,0.34,0.053,0,0,0,0,0,0,0.181,0.00189,0,0,0,0.174,0,0,0,1,0,0.104,0,class3
930,0.63,0.0206,0,0,0,0,0,0,0.162,0.00189,0,0,0,0.2,0,0,0,0,0,0.081,0,class3
931,0.7,0.026,0,1,0,0,0,0,0.092,0.0009,0,0,0,0.103,0,0,0,0,0,0.089,0,class3
932,0.49,0.023,0,1,0,0,0,0,0.123,0.0017,0,0,0,0.106,0,0,0,0,0,0.115,0,class3
933,0.77,0.009,0,0,0,0,0,0,0.105,0.0031,0,0,0,0.129,0,0,0,0,0,0.082,0,class3
934,0.56,0.028,0,0,0,0,0,0,0.141,0.0003,0,1,0,0.142,0,0,0,0,0,0.099,0,class3
935,0.54,0.0208,0,0,0,0,0,0,0.127,0.0029,0,0,0,0.102,0,0,0,0,0,0.124,0,class3
936,0.69,0.019,0,1,0,0,0,0,0.101,0.0013,0,0,1,0.10181,0,0,0,0,0,0.099,0,class3
937,0.61,0.023,0,0,0,0,0,0,0.15,8e-05,0,1,0,0.125,0,0,0,0,0,0.12,0,class3
938,0.28,0.019,0,0,0,0,0,0,0.075,0.00015,0,0,0,0.067,1,0,0,1,0,0.112,0,class3
939,0.59,0.02,0,0,0,0,0,0,0.164,3e-05,0,1,0,0.178,0,0,0,0,0,0.092,0,class3
940,0.43,0.015,0,1,0,0,0,0,0.076,0.0009,0,0,0,0.093,0,0,0,0,0,0.081,0,class3
941,0.72,0.0206,0,0,0,0,0,0,0.133,8e-05,0,0,0,0.158,0,0,0,0,0,0.084,0,class3
942,0.47,0.017,0,1,0,0,0,0,0.094,0.0006,0,0,0,0.09475,0,0,0,0,0,0.099,0,class3
943,0.22,0.011,0,0,0,0,0,0,0.102,0.0026,0,0,0,0.125,0,0,0,0,0,0.081,0,class3
944,0.59,0.026,0,0,0,0,0,0,0.18,0.00082,0,0,0,0.126,0,0,0,0,0,0.142,0,class3
945,0.57,0.022,0,0,0,0,0,0,0.15,0.0001,0,1,0,0.149,0,0,0,0,0,0.101,0,class3
946,0.57,0.0206,0,0,0,0,0,0,0.1,0.0022,0,0,0,0.1,0,0,0,0,0,0.1,0,class3
947,0.38,0.017,0,0,0,0,0,0,0.107,0.00061,0,0,0,0.132,0,0,0,0,0,0.081,0,class3
948,0.23,0.022,0,0,0,0,1,0,0.104,0.0079,0,0,0,0.097,0,0,0,1,0,0.107,0,class2
949,0.28,0.0206,0,0,0,0,0,0,0.209,0.0003,0,1,0,0.194,0,0,0,0,0,0.108,0,class3
950,0.65,0.017,0,0,0,0,0,0,0.116,0.0015,0,1,0,0.108,0,0,0,0,0,0.107,0,class3
951,0.54,0.02,0,1,0,0,0,0,0.084,0.0016,0,0,0,0.08467,0,0,0,0,0,0.099,0,class3
952,0.38,0.022,0,0,0,0,0,0,0.088,0.0005,0,0,0,0.092,0,0,0,0,0,0.096,0,class3
953,0.57,0.026,0,0,0,0,0,0,0.079,0.00067,0,0,0,0.093,0,0,0,0,0,0.084,0,class3
954,0.29,0.0206,0,0,0,0,0,0,0.098,0.007,0,1,0,0.114,0,0,0,0,0,0.085,0,class3
955,0.18,0.022,1,0,0,0,0,0,0.094,0.012,0,0,0,0.098,0,0,0,0,0,0.096,0,class2
956,0.56,0.017,0,0,0,0,0,0,0.086,0.0024,0,0,0,0.095,0,0,0,0,0,0.091,0,class3
957,0.41,0.013,0,0,1,0,0,0,0.078,0.0032,0,0,0,0.08,0,0,0,0,0,0.097,0,class3
958,0.5,0.024,0,0,0,0,0,0,0.025,0.058,0,0,0,0.02,0,0,0,0,0,0.121,0,class1
959,0.6,0.0174,0,0,0,0,0,0,0.075,0.00889,0,0,1,0.077,0,0,0,0,0,0.097,0,class2
960,0.33,0.022,0,1,0,0,0,0,0.09,0.0004,0,0,0,0.091,0,0,0,0,0,0.098,0,class3
961,0.67,0.0206,0,1,0,0,0,0,0.097,0.00189,0,0,0,0.102,0,0,0,0,0,0.095,0,class3
962,0.36,0.032,0,0,0,0,0,0,0.187,0.0002,0,0,0,0.107,0,0,0,0,0,0.174,0,class3
963,0.75,0.023,0,0,0,0,0,0,0.083,0.00077,0,0,0,0.094,0,0,0,0,0,0.089,0,class3
964,0.75,0.007,0,0,0,0,0,0,0.078,0.0023,0,0,0,0.095,0,0,0,0,0,0.082,0,class3
965,0.28,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
966,0.71,0.003,0,1,0,0,0,0,0.031,0.025,0,1,1,0.046,0,0,0,0,0,0.068,0,class1
967,0.36,0.019,0,1,0,0,0,0,0.062,0.0013,0,0,0,0.081,0,0,0,0,0,0.077,0,class3
968,0.41,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,1,0.11207,0,0,0,1,0,0.099,0,class3
969,0.25,0.022,0,1,0,0,0,0,0.109,0.00879,0,0,0,0.113,0,0,0,0,0,0.097,0,class2
970,0.81,0.003,0,1,0,0,0,0,0.102,0.0019,0,0,0,0.106,0,0,0,0,0,0.096,0,class3
971,0.25,0.0208,0,0,0,0,0,0,0.102,0.0018,0,0,0,0.091,0,0,0,0,0,0.112,0,class3
972,0.63,0.0208,0,0,0,0,0,0,0.157,0.0034,0,0,0,0.135,0,0,0,0,0,0.116,0,class3
973,0.37,0.025,0,0,0,0,0,0,0.096,0.013,1,0,0,0.073,0,0,0,0,0,0.133,0,class2
974,0.35,0.02,0,1,0,0,0,0,0.075,0.0003,0,0,0,0.062,0,1,0,0,0,0.121,0,class3
975,0.63,0.0206,0,1,0,0,0,0,0.079,0.00015,0,1,0,0.097,0,0,0,0,0,0.081,0,class3
976,0.36,0.0206,0,0,0,0,0,0,0.123,0.0019,0,0,0,0.107,0,0,0,0,0,0.116,0,class3
977,0.76,0.008,0,0,0,0,0,0,0.08,0.0017,0,0,0,0.104,0,0,0,0,0,0.077,0,class3
978,0.27,0.022,0,0,0,0,0,0,0.088,3e-05,0,0,0,0.098,0,0,0,0,0,0.09,0,class3
979,0.86,0.016,0,0,0,0,0,0,0.124,0.0017,0,0,0,0.122,0,0,0,0,0,0.101,0,class3
980,0.28,0.016,0,1,0,0,0,0,0.091,5e-05,0,0,0,0.103,0,0,0,0,0,0.088,0,class3
981,0.64,0.011,0,0,0,0,0,0,0.099,0.00085,0,1,1,0.09,0,0,0,0,0,0.111,0,class3
982,0.74,0.0206,0,0,0,0,0,0,0.109,0.0014,0,0,0,0.114,0,0,1,0,0,0.096,0,class3
983,0.19,0.022,1,0,0,0,0,0,0.096,0.0016,0,0,0,0.102,0,0,0,0,0,0.094,0,class3
984,0.68,0.029,0,1,0,0,0,0,0.09,0.0019,0,0,0,0.09,0,0,0,0,0,0.1,0,class3
985,0.83,0.026,0,0,0,0,0,0,0.119,0.0019,0,0,0,0.097,0,0,0,0,0,0.122,0,class3
986,0.29,0.022,0,0,0,0,0,0,0.085,0.0001,0,0,0,0.08,0,0,0,0,0,0.104,0,class3
987,0.48,0.024,0,0,0,0,0,0,0.117,0.0003,0,0,0,0.115,0,0,0,0,0,0.102,0,class3
988,0.42,0.035,0,0,0,0,0,0,0.158,4e-05,0,0,0,0.1,0,0,0,0,0,0.159,0,class3
989,0.4,0.018,0,1,0,0,0,0,0.098,0.00098,0,0,0,0.099,0,0,0,0,0,0.099,0,class3
990,0.62,0.028,0,1,0,1,0,0,0.122,0.0022,0,0,0,0.109,0,0,0,0,0,0.113,0,class3
991,0.22,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
992,0.53,0.022,0,1,0,0,0,0,0.108,0.001,0,0,0,0.121,0,0,0,0,0,0.089,0,class3
993,0.47,0.0206,0,1,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
994,0.78,0.017,0,0,0,0,0,0,0.076,0.0003,0,0,0,0.088,0,0,0,0,0,0.086,0,class3
995,0.63,0.009,0,0,0,0,0,0,0.137,0.003,0,0,0,0.144,0,0,0,0,0,0.095,0,class3
996,0.58,0.0206,0,0,0,0,0,0,0.088,0.0013,0,1,0,0.109,0,0,0,0,0,0.081,0,class3
997,0.26,0.025,0,1,0,0,0,0,0.098,0.0014,0,0,0,0.107,0,0,0,0,0,0.092,0,class3
998,0.43,0.022,0,1,0,0,0,0,0.075,0.0014,0,0,0,0.088,0,0,0,0,0,0.085,0,class3
999,0.28,0.038,0,0,0,0,0,0,0.193,0.0008,0,0,0,0.1,0,0,0,0,0,0.193,0,class3
1000,0.6,0.0206,0,0,0,0,0,0,0.116,0.00189,0,0,0,0.109,0,0,0,0,0,0.104,0,class3
1001,0.38,0.018,0,0,0,0,0,0,0.093,0.0029,0,0,0,0.098,0,0,0,0,0,0.095,0,class3
1002,0.43,0.023,0,0,0,0,0,0,0.093,0.00092,0,1,0,0.108,0,0,0,0,0,0.086,0,class3
1003,0.44,0.015,0,1,0,0,0,0,0.107,0.0002,0,0,0,0.135,0,0,0,0,0,0.079,0,class3
1004,0.24,0.0206,0,0,0,0,0,0,0.126,9e-05,0,1,0,0.146,0,0,0,0,0,0.086,0,class3
1005,0.65,0.026,0,0,0,0,0,0,0.121,0.0018,0,0,0,0.115,0,0,0,0,0,0.104,0,class3
1006,0.65,0.0206,0,0,0,0,0,0,0.113,3e-05,0,0,0,0.133,0,0,0,0,0,0.085,0,class3
1007,0.58,0.034,0,1,0,0,0,0,0.091,0.0005,0,0,0,0.094,0,0,0,0,0,0.097,0,class3
1008,0.18,0.0174,0,0,0,0,0,0,0.118,0.041,0,0,0,0.105,0,0,0,0,0,0.113,0,class2
1009,0.5,0.0206,0,0,0,0,0,0,0.248,0.00015,0,1,0,0.165,0,0,0,0,0,0.15,0,class3
1010,0.31,0.022,0,0,0,0,0,0,0.116,0.0017,0,0,0,0.102,0,0,0,0,0,0.114,0,class3
1011,0.48,0.018,0,0,0,0,0,0,0.083,3e-05,0,0,0,0.069,0,0,0,0,0,0.119,0,class3
1012,0.59,0.012,0,0,0,1,0,0,0.101,0.0017,0,0,0,0.112,0,0,0,0,0,0.09,0,class3
1013,0.49,0.018,0,0,0,0,0,0,0.081,0.0019,0,0,0,0.088,0,0,0,0,0,0.091,0,class3
1014,0.33,0.024,0,1,0,0,0,0,0.12,0.001,0,0,0,0.123,0,0,0,0,0,0.098,0,class3
1015,0.72,0.022,0,0,0,0,0,0,0.107,0.0016,0,0,0,0.096,0,0,0,0,0,0.112,0,class3
1016,0.42,0.008,0,1,0,0,0,0,0.028,0.052,0,0,0,0.033,0,0,0,0,0,0.086,0,class1
1017,0.63,0.0206,0,0,0,0,0,0,0.166,2e-05,0,1,0,0.17,0,0,0,0,0,0.097,0,class3
1018,0.02,0.0208,0,0,0,0,0,0,0.152,0.00419,0,0,1,0.163,0,0,0,0,0,0.093,0,class3
1019,0.79,0.016,0,1,0,0,0,0,0.082,0.0002,0,0,0,0.104,0,0,0,0,0,0.08,0,class3
1020,0.67,0.0206,0,1,0,0,0,0,0.101,0.00189,0,0,0,0.1,0,1,0,0,0,0.101,0,class3
1021,0.75,0.022,0,0,0,0,0,0,0.12,0.001,0,0,0,0.117,0,0,0,0,0,0.103,0,class3
1022,0.24,0.023,0,0,0,0,0,0,0.152,0.00038,0,0,0,0.158,0,0,0,0,0,0.096,0,class3
1023,0.21,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,1,0,0.099,0,class3
1024,0.7,0.026,0,0,0,0,0,0,0.162,0.0011,0,0,0,0.134,0,0,0,0,0,0.121,0,class3
1025,0.71,0.016,0,0,0,0,0,0,0.164,0.00032,0,1,0,0.148,0,0,0,0,0,0.111,0,class3
1026,0.67,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
1027,0.27,0.024,0,0,0,0,0,0,0.121,0.0016,0,0,0,0.098,0,0,0,0,0,0.123,0,class3
1028,0.77,0.012,0,1,0,0,0,0,0.146,0.0006,0,0,0,0.157,0,0,0,0,0,0.093,0,class3
1029,0.47,0.019,0,0,0,1,0,0,0.111,2e-05,0,0,0,0.119,0,0,0,0,0,0.093,0,class3
1030,0.62,0.017,0,1,0,0,0,0,0.105,0.0011,0,0,0,0.103,0,0,0,0,0,0.102,0,class3
1031,0.75,0.031,0,0,0,0,0,0,0.141,0.0001,0,1,0,0.149,0,0,0,0,0,0.095,0,class3
1032,0.41,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
1033,0.23,0.0206,0,0,0,0,0,0,0.078,0.0006,0,0,1,0.073,0,0,0,0,0,0.107,0,class3
1034,0.39,0.031,0,1,0,0,0,0,0.099,0.0032,0,0,0,0.098,0,0,0,0,0,0.101,0,class3
1035,0.68,0.027,0,1,0,0,0,0,0.094,0.0054,0,0,0,0.082,0,0,0,0,0,0.114,0,class3
1036,0.31,0.012,0,0,0,0,0,0,0.146,0.022,0,1,0,0.121,0,0,0,0,0,0.121,0,class3
1037,0.48,0.01,0,0,0,1,0,0,0.071,0.0016,0,0,0,0.088,0,0,0,0,0,0.081,0,class3
1038,0.48,0.025,0,0,0,0,1,0,0.101,0.0015,0,1,0,0.104,0,0,0,0,0,0.097,0,class3
1039,0.3,0.026,0,0,0,0,0,0,0.08,0.0002,0,0,0,0.095,0,0,0,0,0,0.084,0,class3
1040,0.49,0.003,0,0,0,0,0,0,0.032,0.0001,0,0,0,0.06,0,0,0,0,0,0.052,0,class3
1041,0.15,0.0206,0,1,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,1,0,0.099,0,class3
1042,0.47,0.019,0,1,0,0,0,0,0.081,0.0056,0,0,0,0.082,0,0,0,0,0,0.1,0,class3
1043,0.61,0.02,0,0,0,0,0,0,0.093,0.0003,0,0,0,0.093,0,0,0,1,0,0.099,0,class3
1044,0.63,0.013,0,0,0,0,0,0,0.039,0.126,0,0,0,0.037,0,0,0,0,0,0.108,0,class1
1045,0.44,0.019,0,1,0,0,0,0,0.099,0.0032,0,0,0,0.139,0,0,0,0,0,0.072,0,class3
1046,0.8,0.022,0,0,0,0,0,0,0.113,0.0025,0,0,0,0.097,0,0,0,0,0,0.116,0,class3
1047,0.75,0.02,0,1,0,0,0,0,0.102,0.0018,0,0,1,0.124,0,0,0,0,0,0.083,0,class3
1048,0.2,0.031,0,0,0,0,0,0,0.135,0.0024,0,0,0,0.13608,0,0,0,0,0,0.099,0,class3
1049,0.82,0.0206,0,0,0,0,0,0,0.125,0.0005,0,0,0,0.149,0,0,0,0,0,0.084,0,class3
1050,0.63,0.0206,0,0,0,0,0,0,0.074,0.00074,0,0,1,0.097,0,0,0,0,0,0.077,0,class3
1051,0.35,0.019,0,0,0,0,0,0,0.073,0.00014,0,0,0,0.063,0,0,1,0,0,0.116,0,class3
1052,0.18,0.024,0,1,0,0,0,0,0.086,0.00189,0,0,0,0.085,0,0,0,0,0,0.101,0,class3
1053,0.47,0.016,1,1,0,0,0,0,0.075,0.0023,0,0,0,0.08,0,0,0,0,0,0.093,0,class3
1054,0.59,0.013,0,0,0,0,0,0,0.12,0.004,0,1,1,0.128,0,0,0,0,0,0.094,0,class3
1055,0.36,0.018,0,0,0,1,0,0,0.082,0.00189,0,0,0,0.08266,0,0,0,0,0,0.099,0,class3
1056,0.89,0.006,0,1,0,0,0,0,0.101,0.0008,0,0,0,0.138,0,0,0,0,0,0.073,0,class3
1057,0.13,0.0208,0,1,0,0,0,0,0.082,0.00189,0,0,0,0.093,0,0,0,0,0,0.088,0,class3
1058,0.2,0.033,0,0,0,0,0,0,0.156,0.0009,0,0,0,0.093,0,0,0,0,0,0.167,0,class3
1059,0.39,0.0206,0,0,0,0,0,0,0.11118,0.00189,1,0,0,0.11207,0,0,0,0,0,0.099,0,class3
1060,0.42,0.013,0,0,0,0,0,0,0.093,0.0072,0,0,0,0.104,0,0,1,0,0,0.09,0,class3
1061,0.69,0.0206,0,0,0,0,0,0,0.11118,0.00189,0,0,0,0.11207,0,0,0,0,0,0.099,0,class3
1062,0.6,0.008,0,1,0,0,0,0,0.044,0.0012,0,0,0,0.052,0,0,0,0,0,0.084,0,class3
1063,0.58,0.026,0,0,0,0,0,0,0.132,5e-05,0,0,0,0.128,0,0,0,0,0,0.103,0,class3
1064,0.43,0.0206,0,1,0,0,0,0,0.065,0.00189,0,0,0,0.07,0,0,0,0,0,0.093,0,class3
1065,0.26,0.0206,0,0,0,0,0,0,0.137,0.002,0,0,0,0.084,0,0,0,0,0,0.163,0,class3
1066,0.47,0.018,0,1,0,0,0,0,0.091,0.0033,0,0,0,0.099,0,0,0,0,0,0.092,0,class3
1067,0.54,0.029,0,0,0,0,0,0,0.115,0.0016,0,0,0,0.107,0,0,0,0,0,0.107,0,class3
1068,0.56,0.0206,0,0,0,0,0,0,0.103,0.0015,0,0,1,0.097,0,0,0,0,0,0.107,0,class3
1069,0.28,0.0208,0,1,0,0,0,0,0.142,0.0017,0,0,0,0.133,0,0,0,0,0,0.107,0,class3
1070,0.84,0.016,0,0,0,0,0,0,0.07,0.0007,0,0,0,0.075,0,0,0,0,0,0.093,0,class3
1071,0.69,0.016,0,0,0,0,0,0,0.1,0.00075,0,0,0,0.107,0,0,0,0,0,0.093,0,class3
1072,0.55,0.023,0,0,0,0,0,0,0.098,0.0018,0,0,0,0.101,0,0,0,0,0,0.097,0,class3
1073,0.81,0.012,0,1,0,0,0,0,0.147,0.0013,0,0,0,0.138,0,0,0,0,0,0.104,0,class3
1074,0.59,0.023,0,0,0,0,0,0,0.098,0.00189,0,0,0,0.091,0,0,0,1,0,0.108,0,class3
1075,0.64,0.0206,0,0,0,0,0,0,0.162,0.00092,0,1,0,0.152,0,0,0,0,0,0.107,0,class3
1076,0.57,0.024,0,0,1,0,0,0,0.081,0.0001,0,0,0,0.091,0,0,0,0,0,0.089,0,class3
1077,0.53,0.012,0,1,0,0,0,0,0.105,0.0003,0,0,0,0.115,0,0,0,0,0,0.091,0,class3
1078,0.47,0.018,0,0,0,0,0,0,0.095,0.0032,0,0,0,0.087,0,0,0,0,0,0.109,0,class3
1079,0.49,0.0206,0,1,0,0,0,0,0.131,2e-05,0,0,0,0.158,0,0,0,0,0,0.083,0,class3
1080,0.61,0.0206,0,0,0,0,0,0,0.113,0.0004,0,0,1,0.106,0,0,0,0,0,0.104,0,class3
1081,0.31,0.0208,0,0,0,0,0,0,0.086,0.003,0,0,0,0.086,0,0,0,0,0,0.099,0,class3
